Building,floor,Number,type,Area,Net area,price
A1,1,1,3+1,210,152,930
A1,1,2,3+1,210,152,930
A1,1,3,2+1,127,94,930
A1,1,4,2+1,127,94,930
A1,1,5,2+1,127,94,930
A1,1,6,2+1,127,94,930
A1,1,7,1+1,88,65.5,930
A1,1,8,1+1,88,65.5,930
A1,2,1,3+1,210,152,930
A1,2,2,3+1,210,152,930
A1,2,3,2+1,127,94,930
A1,2,4,2+1,127,94,930
A1,2,5,2+1,127,94,930
A1,2,6,2+1,127,94,930
A1,2,7,1+1,88,65.5,930
A1,2,8,1+1,88,65.5,930
A1,3,1,3+1,210,152,930
A1,3,2,3+1,210,152,930
A1,3,3,2+1,127,94,930
A1,3,4,2+1,127,94,930
A1,3,5,2+1,127,94,930
A1,3,6,2+1,127,94,930
A1,3,7,1+1,88,65.5,930
A1,3,8,1+1,88,65.5,930
A1,4,1,3+1,210,152,930
A1,4,2,3+1,210,152,930
A1,4,3,2+1,127,94,930
A1,4,4,2+1,127,94,930
A1,4,5,2+1,127,94,930
A1,4,6,2+1,127,94,930
A1,4,7,1+1,88,65.5,930
A1,4,8,1+1,88,65.5,930
A1,5,1,3+1,210,152,930
A1,5,2,3+1,210,152,930
A1,5,3,2+1,127,94,930
A1,5,4,2+1,127,94,930
A1,5,5,2+1,127,94,930
A1,5,6,2+1,127,94,930
A1,5,7,1+1,88,65.5,930
A1,5,8,1+1,88,65.5,930
A1,6,1,3+1,210,152,930
A1,6,2,3+1,210,152,930
A1,6,3,2+1,127,94,930
A1,6,4,2+1,127,94,930
A1,6,5,2+1,127,94,930
A1,6,6,2+1,127,94,930
A1,6,7,1+1,88,65.5,930
A1,6,8,1+1,88,65.5,930
A1,7,1,3+1,210,152,930
A1,7,2,3+1,210,152,930
A1,7,3,2+1,127,94,930
A1,7,4,2+1,127,94,930
A1,7,5,2+1,127,94,930
A1,7,6,2+1,127,94,930
A1,7,7,1+1,88,65.5,930
A1,7,8,1+1,88,65.5,930
A1,8,1,3+1,210,152,930
A1,8,2,3+1,210,152,930
A1,8,3,2+1,127,94,930
A1,8,4,2+1,127,94,930
A1,8,5,2+1,127,94,930
A1,8,6,2+1,127,94,930
A1,8,7,1+1,88,65.5,930
A1,8,8,1+1,88,65.5,930
A1,9,1,3+1,210,152,930
A1,9,2,3+1,210,152,930
A1,9,3,2+1,127,94,930
A1,9,4,2+1,127,94,930
A1,9,5,2+1,127,94,930
A1,9,6,2+1,127,94,930
A1,9,7,1+1,88,65.5,930
A1,9,8,1+1,88,65.5,930
A1,10,1,3+1,210,152,930
A1,10,2,3+1,210,152,930
A1,10,3,2+1,127,94,930
A1,10,4,2+1,127,94,930
A1,10,5,2+1,127,94,930
A1,10,6,2+1,127,94,930
A1,10,7,1+1,88,65.5,930
A1,10,8,1+1,88,65.5,930
A1,11,1,3+1,210,152,930
A1,11,2,3+1,210,152,930
A1,11,3,2+1,127,94,930
A1,11,4,2+1,127,94,930
A1,11,5,2+1,127,94,930
A1,11,6,2+1,127,94,930
A1,11,7,1+1,88,65.5,930
A1,11,8,1+1,88,65.5,930
A1,12,1,3+1,210,152,930
A1,12,2,3+1,210,152,930
A1,12,3,2+1,127,94,930
A1,12,4,2+1,127,94,930
A1,12,5,2+1,127,94,930
A1,12,6,2+1,127,94,930
A1,12,7,1+1,88,65.5,930
A1,12,8,1+1,88,65.5,930
A1,13,1,3+1,210,152,930
A1,13,2,3+1,210,152,930
A1,13,3,2+1,127,94,930
A1,13,4,2+1,127,94,930
A1,13,5,2+1,127,94,930
A1,13,6,2+1,127,94,930
A1,13,7,1+1,88,65.5,930
A1,13,8,1+1,88,65.5,930
A1,14,1,3+1,210,152,930
A1,14,2,3+1,210,152,930
A1,14,3,2+1,127,94,930
A1,14,4,2+1,127,94,930
A1,14,5,2+1,127,94,930
A1,14,6,2+1,127,94,930
A1,14,7,1+1,88,65.5,930
A1,14,8,1+1,88,65.5,930
A1,15,1,3+1,210,152,930
A1,15,2,3+1,210,152,930
A1,15,3,2+1,127,94,930
A1,15,4,2+1,127,94,930
A1,15,5,2+1,127,94,930
A1,15,6,2+1,127,94,930
A1,15,7,1+1,88,65.5,930
A1,15,8,1+1,88,65.5,930
A1,16,1,3+1,210,152,930
A1,16,2,3+1,210,152,930
A1,16,3,2+1,127,94,930
A1,16,4,2+1,127,94,930
A1,16,5,2+1,127,94,930
A1,16,6,2+1,127,94,930
A1,16,7,1+1,88,65.5,930
A1,16,8,1+1,88,65.5,930
A1,17,1,3+1,210,152,930
A1,17,2,3+1,210,152,930
A1,17,3,2+1,127,94,930
A1,17,4,2+1,127,94,930
A1,17,5,2+1,127,94,930
A1,17,6,2+1,127,94,930
A1,17,7,1+1,88,65.5,930
A1,17,8,1+1,88,65.5,930
A1,18,1,3+1,210,152,930
A1,18,2,3+1,210,152,930
A1,18,3,2+1,127,94,930
A1,18,4,2+1,127,94,930
A1,18,5,2+1,127,94,930
A1,18,6,2+1,127,94,930
A1,18,7,1+1,88,65.5,930
A1,18,8,1+1,88,65.5,930
A1,19,1,3+1,210,152,930
A1,19,2,3+1,210,152,930
A1,19,3,2+1,127,94,930
A1,19,4,2+1,127,94,930
A1,19,5,2+1,127,94,930
A1,19,6,2+1,127,94,930
A1,19,7,1+1,88,65.5,930
A1,19,8,1+1,88,65.5,930
A1,20,1,3+1,210,152,930
A1,20,2,3+1,210,152,930
A1,20,3,2+1,127,94,930
A1,20,4,2+1,127,94,930
A1,20,5,2+1,127,94,930
A1,20,6,2+1,127,94,930
A1,20,7,1+1,88,65.5,930
A1,20,8,1+1,88,65.5,930
A1,21,1,3+1,210,152,930
A1,21,2,3+1,210,152,930
A1,21,3,2+1,127,94,930
A1,21,4,2+1,127,94,930
A1,21,5,2+1,127,94,930
A1,21,6,2+1,127,94,930
A1,21,7,1+1,88,65.5,930
A1,21,8,1+1,88,65.5,930
A1,22,1,3+1,210,152,930
A1,22,2,3+1,210,152,930
A1,22,3,2+1,127,94,930
A1,22,4,2+1,127,94,930
A1,22,5,2+1,127,94,930
A1,22,6,2+1,127,94,930
A1,22,7,1+1,88,65.5,930
A1,22,8,1+1,88,65.5,930
A1,23,1,3+1,210,152,930
A1,23,2,3+1,210,152,930
A1,23,3,2+1,127,94,930
A1,23,4,2+1,127,94,930
A1,23,5,2+1,127,94,930
A1,23,6,2+1,127,94,930
A1,23,7,1+1,88,65.5,930
A1,23,8,1+1,88,65.5,930
A1,24,1,3+1,210,152,930
A1,24,2,3+1,210,152,930
A1,24,3,2+1,127,94,930
A1,24,4,2+1,127,94,930
A1,24,5,2+1,127,94,930
A1,24,6,2+1,127,94,930
A1,24,7,1+1,88,65.5,930
A1,24,8,1+1,88,65.5,930
A1,25,1,3+1,210,152,930
A1,25,2,3+1,210,152,930
A1,25,3,2+1,127,94,930
A1,25,4,2+1,127,94,930
A1,25,5,2+1,127,94,930
A1,25,6,2+1,127,94,930
A1,25,7,1+1,88,65.5,930
A1,25,8,1+1,88,65.5,930
A1,26,1,3+1,210,152,930
A1,26,2,3+1,210,152,930
A1,26,3,2+1,127,94,930
A1,26,4,2+1,127,94,930
A1,26,5,2+1,127,94,930
A1,26,6,2+1,127,94,930
A1,26,7,1+1,88,65.5,930
A1,26,8,1+1,88,65.5,930
A1,27,1,3+1,210,152,930
A1,27,2,3+1,210,152,930
A1,27,3,2+1,127,94,930
A1,27,4,2+1,127,94,930
A1,27,5,2+1,127,94,930
A1,27,6,2+1,127,94,930
A1,27,7,1+1,88,65.5,930
A1,27,8,1+1,88,65.5,930
A1,28,1,3+1,210,152,930
A1,28,2,3+1,210,152,930
A1,28,3,2+1,127,94,930
A1,28,4,2+1,127,94,930
A1,28,5,2+1,127,94,930
A1,28,6,2+1,127,94,930
A1,28,7,1+1,88,65.5,930
A1,28,8,1+1,88,65.5,930
A1,29,1,3+1,210,152,930
A1,29,2,3+1,210,152,930
A1,29,3,2+1,127,94,930
A1,29,4,2+1,127,94,930
A1,29,5,2+1,127,94,930
A1,29,6,2+1,127,94,930
A1,29,7,1+1,88,65.5,930
A1,29,8,1+1,88,65.5,930
A1,30,1,3+1,210,152,930
A1,30,2,3+1,210,152,930
A1,30,3,2+1,127,94,930
A1,30,4,2+1,127,94,930
A1,30,5,2+1,127,94,930
A1,30,6,2+1,127,94,930
A1,30,7,1+1,88,65.5,930
A1,30,8,1+1,88,65.5,930
A1,31,1,3+1,210,152,930
A1,31,2,3+1,210,152,930
A1,31,3,2+1,127,94,930
A1,31,4,2+1,127,94,930
A1,31,5,2+1,127,94,930
A1,31,6,2+1,127,94,930
A1,31,7,1+1,88,65.5,930
A1,31,8,1+1,88,65.5,930
A1,32,1,3+1,210,152,930
A1,32,2,3+1,210,152,930
A1,32,3,2+1,127,94,930
A1,32,4,2+1,127,94,930
A1,32,5,2+1,127,94,930
A1,32,6,2+1,127,94,930
A1,32,7,1+1,88,65.5,930
A1,32,8,1+1,88,65.5,930
A2,1,1,1+1,88,65.5,930
A2,1,2,1+1,93,69,930
A2,1,3,1+1,88,65.5,930
A2,1,4,1+1,88,65.5,930
A2,1,5,1+1,88,65.5,930
A2,1,6,1+1,88,65.5,930
A2,1,7,1+1,88,65.5,930
A2,1,8,1+1,88,65.5,930
A2,1,9,1+1,88,65.5,930
A2,1,10,1+1,88,65.5,930
A2,1,11,1+1,88,65.5,930
A2,1,12,1+1,93,69,930
A2,2,1,1+1,88,65.5,930
A2,2,2,1+1,93,69,930
A2,2,3,1+1,88,65.5,930
A2,2,4,1+1,88,65.5,930
A2,2,5,1+1,88,65.5,930
A2,2,6,1+1,88,65.5,930
A2,2,7,1+1,88,65.5,930
A2,2,8,1+1,88,65.5,930
A2,2,9,1+1,88,65.5,930
A2,2,10,1+1,88,65.5,930
A2,2,11,1+1,88,65.5,930
A2,2,12,1+1,93,69,930
A2,3,1,1+1,88,65.5,930
A2,3,2,1+1,93,69,930
A2,3,3,1+1,88,65.5,930
A2,3,4,1+1,88,65.5,930
A2,3,5,1+1,88,65.5,930
A2,3,6,1+1,88,65.5,930
A2,3,7,1+1,88,65.5,930
A2,3,8,1+1,88,65.5,930
A2,3,9,1+1,88,65.5,930
A2,3,10,1+1,88,65.5,930
A2,3,11,1+1,88,65.5,930
A2,3,12,1+1,93,69,930
A2,4,1,1+1,88,65.5,930
A2,4,2,1+1,93,69,930
A2,4,3,1+1,88,65.5,930
A2,4,4,1+1,88,65.5,930
A2,4,5,1+1,88,65.5,930
A2,4,6,1+1,88,65.5,930
A2,4,7,1+1,88,65.5,930
A2,4,8,1+1,88,65.5,930
A2,4,9,1+1,88,65.5,930
A2,4,10,1+1,88,65.5,930
A2,4,11,1+1,88,65.5,930
A2,4,12,1+1,93,69,930
A2,5,1,1+1,88,65.5,930
A2,5,2,1+1,93,69,930
A2,5,3,1+1,88,65.5,930
A2,5,4,1+1,88,65.5,930
A2,5,5,1+1,88,65.5,930
A2,5,6,1+1,88,65.5,930
A2,5,7,1+1,88,65.5,930
A2,5,8,1+1,88,65.5,930
A2,5,9,1+1,88,65.5,930
A2,5,10,1+1,88,65.5,930
A2,5,11,1+1,88,65.5,930
A2,5,12,1+1,93,69,930
A2,6,1,1+1,88,65.5,930
A2,6,2,1+1,93,69,930
A2,6,3,1+1,88,65.5,930
A2,6,4,1+1,88,65.5,930
A2,6,5,1+1,88,65.5,930
A2,6,6,1+1,88,65.5,930
A2,6,7,1+1,88,65.5,930
A2,6,8,1+1,88,65.5,930
A2,6,9,1+1,88,65.5,930
A2,6,10,1+1,88,65.5,930
A2,6,11,1+1,88,65.5,930
A2,6,12,1+1,93,69,930
A2,7,1,1+1,88,65.5,930
A2,7,2,1+1,93,69,930
A2,7,3,1+1,88,65.5,930
A2,7,4,1+1,88,65.5,930
A2,7,5,1+1,88,65.5,930
A2,7,6,1+1,88,65.5,930
A2,7,7,1+1,88,65.5,930
A2,7,8,1+1,88,65.5,930
A2,7,9,1+1,88,65.5,930
A2,7,10,1+1,88,65.5,930
A2,7,11,1+1,88,65.5,930
A2,7,12,1+1,93,69,930
A2,8,1,1+1,88,65.5,930
A2,8,2,1+1,93,69,930
A2,8,3,1+1,88,65.5,930
A2,8,4,1+1,88,65.5,930
A2,8,5,1+1,88,65.5,930
A2,8,6,1+1,88,65.5,930
A2,8,7,1+1,88,65.5,930
A2,8,8,1+1,88,65.5,930
A2,8,9,1+1,88,65.5,930
A2,8,10,1+1,88,65.5,930
A2,8,11,1+1,88,65.5,930
A2,8,12,1+1,93,69,930
A2,9,1,1+1,88,65.5,930
A2,9,2,1+1,93,69,930
A2,9,3,1+1,88,65.5,930
A2,9,4,1+1,88,65.5,930
A2,9,5,1+1,88,65.5,930
A2,9,6,1+1,88,65.5,930
A2,9,7,1+1,88,65.5,930
A2,9,8,1+1,88,65.5,930
A2,9,9,1+1,88,65.5,930
A2,9,10,1+1,88,65.5,930
A2,9,11,1+1,88,65.5,930
A2,9,12,1+1,93,69,930
A2,10,1,1+1,88,65.5,930
A2,10,2,1+1,93,69,930
A2,10,3,1+1,88,65.5,930
A2,10,4,1+1,88,65.5,930
A2,10,5,1+1,88,65.5,930
A2,10,6,1+1,88,65.5,930
A2,10,7,1+1,88,65.5,930
A2,10,8,1+1,88,65.5,930
A2,10,9,1+1,88,65.5,930
A2,10,10,1+1,88,65.5,930
A2,10,11,1+1,88,65.5,930
A2,10,12,1+1,93,69,930
A2,11,1,1+1,88,65.5,930
A2,11,2,1+1,93,69,930
A2,11,3,1+1,88,65.5,930
A2,11,4,1+1,88,65.5,930
A2,11,5,1+1,88,65.5,930
A2,11,6,1+1,88,65.5,930
A2,11,7,1+1,88,65.5,930
A2,11,8,1+1,88,65.5,930
A2,11,9,1+1,88,65.5,930
A2,11,10,1+1,88,65.5,930
A2,11,11,1+1,88,65.5,930
A2,11,12,1+1,93,69,930
A2,12,1,1+1,88,65.5,930
A2,12,2,1+1,93,69,930
A2,12,3,1+1,88,65.5,930
A2,12,4,1+1,88,65.5,930
A2,12,5,1+1,88,65.5,930
A2,12,6,1+1,88,65.5,930
A2,12,7,1+1,88,65.5,930
A2,12,8,1+1,88,65.5,930
A2,12,9,1+1,88,65.5,930
A2,12,10,1+1,88,65.5,930
A2,12,11,1+1,88,65.5,930
A2,12,12,1+1,93,69,930
A2,13,1,1+1,88,65.5,930
A2,13,2,1+1,93,69,930
A2,13,3,1+1,88,65.5,930
A2,13,4,1+1,88,65.5,930
A2,13,5,1+1,88,65.5,930
A2,13,6,1+1,88,65.5,930
A2,13,7,1+1,88,65.5,930
A2,13,8,1+1,88,65.5,930
A2,13,9,1+1,88,65.5,930
A2,13,10,1+1,88,65.5,930
A2,13,11,1+1,88,65.5,930
A2,13,12,1+1,93,69,930
A2,14,1,1+1,88,65.5,930
A2,14,2,1+1,93,69,930
A2,14,3,1+1,88,65.5,930
A2,14,4,1+1,88,65.5,930
A2,14,5,1+1,88,65.5,930
A2,14,6,1+1,88,65.5,930
A2,14,7,1+1,88,65.5,930
A2,14,8,1+1,88,65.5,930
A2,14,9,1+1,88,65.5,930
A2,14,10,1+1,88,65.5,930
A2,14,11,1+1,88,65.5,930
A2,14,12,1+1,93,69,930
A2,15,1,1+1,88,65.5,930
A2,15,2,1+1,93,69,930
A2,15,3,1+1,88,65.5,930
A2,15,4,1+1,88,65.5,930
A2,15,5,1+1,88,65.5,930
A2,15,6,1+1,88,65.5,930
A2,15,7,1+1,88,65.5,930
A2,15,8,1+1,88,65.5,930
A2,15,9,1+1,88,65.5,930
A2,15,10,1+1,88,65.5,930
A2,15,11,1+1,88,65.5,930
A2,15,12,1+1,93,69,930
A2,16,1,1+1,88,65.5,930
A2,16,2,1+1,93,69,930
A2,16,3,1+1,88,65.5,930
A2,16,4,1+1,88,65.5,930
A2,16,5,1+1,88,65.5,930
A2,16,6,1+1,88,65.5,930
A2,16,7,1+1,88,65.5,930
A2,16,8,1+1,88,65.5,930
A2,16,9,1+1,88,65.5,930
A2,16,10,1+1,88,65.5,930
A2,16,11,1+1,88,65.5,930
A2,16,12,1+1,93,69,930
A2,17,1,1+1,88,65.5,930
A2,17,2,1+1,93,69,930
A2,17,3,1+1,88,65.5,930
A2,17,4,1+1,88,65.5,930
A2,17,5,1+1,88,65.5,930
A2,17,6,1+1,88,65.5,930
A2,17,7,1+1,88,65.5,930
A2,17,8,1+1,88,65.5,930
A2,17,9,1+1,88,65.5,930
A2,17,10,1+1,88,65.5,930
A2,17,11,1+1,88,65.5,930
A2,17,12,1+1,93,69,930
A2,18,1,1+1,88,65.5,930
A2,18,2,1+1,93,69,930
A2,18,3,1+1,88,65.5,930
A2,18,4,1+1,88,65.5,930
A2,18,5,1+1,88,65.5,930
A2,18,6,1+1,88,65.5,930
A2,18,7,1+1,88,65.5,930
A2,18,8,1+1,88,65.5,930
A2,18,9,1+1,88,65.5,930
A2,18,10,1+1,88,65.5,930
A2,18,11,1+1,88,65.5,930
A2,18,12,1+1,93,69,930
A2,19,1,1+1,88,65.5,930
A2,19,2,1+1,93,69,930
A2,19,3,1+1,88,65.5,930
A2,19,4,1+1,88,65.5,930
A2,19,5,1+1,88,65.5,930
A2,19,6,1+1,88,65.5,930
A2,19,7,1+1,88,65.5,930
A2,19,8,1+1,88,65.5,930
A2,19,9,1+1,88,65.5,930
A2,19,10,1+1,88,65.5,930
A2,19,11,1+1,88,65.5,930
A2,19,12,1+1,93,69,930
A2,20,1,1+1,88,65.5,930
A2,20,2,1+1,93,69,930
A2,20,3,1+1,88,65.5,930
A2,20,4,1+1,88,65.5,930
A2,20,5,1+1,88,65.5,930
A2,20,6,1+1,88,65.5,930
A2,20,7,1+1,88,65.5,930
A2,20,8,1+1,88,65.5,930
A2,20,9,1+1,88,65.5,930
A2,20,10,1+1,88,65.5,930
A2,20,11,1+1,88,65.5,930
A2,20,12,1+1,93,69,930
A2,21,1,1+1,88,65.5,930
A2,21,2,1+1,93,69,930
A2,21,3,1+1,88,65.5,930
A2,21,4,1+1,88,65.5,930
A2,21,5,1+1,88,65.5,930
A2,21,6,1+1,88,65.5,930
A2,21,7,1+1,88,65.5,930
A2,21,8,1+1,88,65.5,930
A2,21,9,1+1,88,65.5,930
A2,21,10,1+1,88,65.5,930
A2,21,11,1+1,88,65.5,930
